profile_link,education
https://www.whitecase.com/people/matthew-burnell,LLB University of Cape Town
https://www.whitecase.com/people/matthew-burnell,LLM University of Cape Town
https://www.whitecase.com/people/matthew-burnell,PhD University of Cape Town
https://www.whitecase.com/people/alex-cullinan,LLB University of Cape Town
https://www.whitecase.com/people/alex-cullinan,LLM University of Cape Town
https://www.whitecase.com/people/preeti-nana,LLB University of Witwatersrand
https://www.whitecase.com/people/preeti-nana,Certificate in Advanced Company Law I University of Witwatersrand
https://www.whitecase.com/people/preeti-nana,Certificate in Advanced Company Law II University of the Witwatersrand
https://www.whitecase.com/people/shannon-neill,BCom Marketing and Law University of the Witwatersrand
https://www.whitecase.com/people/shannon-neill,LLB University of the Witwatersrand
https://www.whitecase.com/people/shannon-neill,Advanced Company Law I University of Witwatersrand
https://www.whitecase.com/people/lerato-nkanza,BComm University of Witwatersrand
https://www.whitecase.com/people/lerato-nkanza,LLB University of Witwatersrand
https://www.whitecase.com/people/ewa-orpen,LLB University of Pretoria
https://www.whitecase.com/people/ewa-orpen,CFA Institute Level 1
https://www.whitecase.com/people/ewa-orpen,CFA Institute Level 2
https://www.whitecase.com/people/matthew-richards,Certificate in Advanced Construction Contracts University of Pretoria
https://www.whitecase.com/people/matthew-richards,"University of Pretoria PMD, Gordon Institute of Business Science"
https://www.whitecase.com/people/matthew-richards,"PG Diploma, GIMT"
https://www.whitecase.com/people/matthew-richards,LLB Rhodes University
https://www.whitecase.com/people/matthew-richards,BA Rhodes University
https://www.whitecase.com/people/lulama-selele,BBusSci University of Cape Town
https://www.whitecase.com/people/lulama-selele,LLB UNISA
https://www.whitecase.com/people/jennifer-stolp,Bachelor of Arts University of the Witwatersrand
https://www.whitecase.com/people/jennifer-stolp,LLB University of the Witwatersrand
https://www.whitecase.com/people/sboniso-cibane,Master of Laws (LLM) Harvard Law School
https://www.whitecase.com/people/sboniso-cibane,Master of International Business Law Universite Catholique de Lyon
https://www.whitecase.com/people/sboniso-cibane,Bachelor of Laws (LLB) University of Kwazulu-Natal
https://www.whitecase.com/people/sara-hartman,LLB University of Pretoria
https://www.whitecase.com/people/janine-howard,Bachelor of Arts University of Cape Town
https://www.whitecase.com/people/janine-howard,LLB University of Cape Town
https://www.whitecase.com/people/janine-howard,LLM Private Law University of Cape Town
https://www.whitecase.com/people/sandile-mathebula,"BA Industrial Psychology, Politics and Law University of the Witwatersrand"
https://www.whitecase.com/people/sandile-mathebula,LLB University of the Witwatersrand
https://www.whitecase.com/people/takudzwa-matondo,LLB Bacherlor of Laws University of the Witwatersrand
https://www.whitecase.com/people/andrea-mckaiser-walbrugh,BA University of Port Elizabeth
https://www.whitecase.com/people/andrea-mckaiser-walbrugh,BA (Hons) International Relations University of Stellenbosch
https://www.whitecase.com/people/andrea-mckaiser-walbrugh,LLB UNISA
https://www.whitecase.com/people/melissa-mtolo,BSocSci University of Cape Town
https://www.whitecase.com/people/melissa-mtolo,LLB University of Cape Town
https://www.whitecase.com/people/jodie-muller,Bachelor of Laws (LLB) Stellenbosch University
https://www.whitecase.com/people/jodie-muller,Bachelor of Commerce (Law) Stellenbosch University
https://www.whitecase.com/people/prashanti-ramnanan,Bcom Economics with Law University of Cape Town
https://www.whitecase.com/people/prashanti-ramnanan,LLB University of Cape Town
https://www.whitecase.com/people/prashanti-ramnanan,Advanced Company Law I University of the Witwatersrand
https://www.whitecase.com/people/prashanti-ramnanan,Advanced Company Law II University of the Witwatersrand
https://www.whitecase.com/people/tanya-seitz,BA University of Stellenbosch
https://www.whitecase.com/people/tanya-seitz,LLB University of Stellenbosch
https://www.whitecase.com/people/sara-snyman,MA (Oxon) Jurisprudence University of Oxford
https://www.whitecase.com/people/kirstin-swanepoel,Bachelor of Laws (LLB) University of Pretoria
https://www.whitecase.com/people/kirstin-swanepoel,Semester Exchange Juris Doctor (JD) Cornell Law School
https://www.whitecase.com/people/charbel-abou-charaf,LLM UC Berkeley School of Law
https://www.whitecase.com/people/charbel-abou-charaf,DEA Banking and Capital Markets Law Universite Saint-Joseph de Beyrouth Lebanon
https://www.whitecase.com/people/charbel-abou-charaf,LLB Universite Saint-Joseph de Beyrouth Lebanon
https://www.whitecase.com/people/deji-adegoke,"Legal Practice Course BPP Law School, London"
https://www.whitecase.com/people/deji-adegoke,"LLB (Hons) Law, First Class University of Warwick"
https://www.whitecase.com/people/kamran-ahmad,"LPC BPP Law School, London"
https://www.whitecase.com/people/kamran-ahmad,LLB London School of Economics
https://www.whitecase.com/people/jonah-anderson,Leeds University
https://www.whitecase.com/people/jonah-anderson,Northumbria University
https://www.whitecase.com/people/edward-attenborough,LPC Oxford Institute of Legal Practice
https://www.whitecase.com/people/edward-attenborough,GDL City University
https://www.whitecase.com/people/edward-attenborough,"MA Pembroke College, University of Cambridge"
https://www.whitecase.com/people/kamilla-azamat,"LLM American University, Washington College of Law"
https://www.whitecase.com/people/kamilla-azamat,LLB (Hons) University of World Economy and Diplomacy
https://www.whitecase.com/people/julian-bailey,Graduate Certificate in Legal Practice University of South Australia
https://www.whitecase.com/people/julian-bailey,Bachelor of Laws University of Adelaide
https://www.whitecase.com/people/julian-bailey,Bachelor of Commerce University of Adelaide
https://www.whitecase.com/people/david-baker,Law Society Finals College of Law York
https://www.whitecase.com/people/david-baker,"LLB First Class (Hons) Dundee University Centre for Energy, Petroleum & Mineral Law & Policy"
https://www.whitecase.com/people/ashley-ballard,Law Society Finals London Guildhall University
https://www.whitecase.com/people/ashley-ballard,BA Economics and Politics University of Durham
https://www.whitecase.com/people/charles-balmain,"Legal Practice Course The College of Law, London"
https://www.whitecase.com/people/charles-balmain,"LLM European Law College of Europe, Bruges Belgium"
https://www.whitecase.com/people/charles-balmain,LLB Law with European Legal Studies King's College London
https://www.whitecase.com/people/charles-balmain,Diploma in European Legal Studies Heidelberg University Germany
https://www.whitecase.com/people/kenneth-barry,Master of Laws (LLM) London School of Economics and Political Science
https://www.whitecase.com/people/kenneth-barry,Bachelor of Laws (LLB) University College Dublin
https://www.whitecase.com/people/adrian-beasley,Law Society Finals College of Law Chester
https://www.whitecase.com/people/adrian-beasley,LLB Law Manchester University
https://www.whitecase.com/people/justin-benson,LSFE Guildford College of Law
https://www.whitecase.com/people/justin-benson,LLB University of Southampton
https://www.whitecase.com/people/marcus-booth,PGDLP College of Law
https://www.whitecase.com/people/marcus-booth,PGDL College of Law
https://www.whitecase.com/people/marcus-booth,MA Medieval History University of St Andrews
https://www.whitecase.com/people/chris-brennan,LLM University of West London
https://www.whitecase.com/people/chris-brennan,Inns of Court School of Law
https://www.whitecase.com/people/oliver-brettle,"MA Jurisprudence (law) Christ Church, Oxford University"
https://www.whitecase.com/people/jonathan-brierley,LPC BPP Law School
https://www.whitecase.com/people/jonathan-brierley,GDL BPP Law School
https://www.whitecase.com/people/jonathan-brierley,BSc (Hons) Biology Bristol University
https://www.whitecase.com/people/philip-broke,MA Cambridge University
https://www.whitecase.com/people/tony-brown,BCA Victoria University of Wellington
https://www.whitecase.com/people/tony-brown,LLB Victoria University of Wellington
https://www.whitecase.com/people/paul-brumpton,"Dip Int Comm Arb Queen Mary College, University of London"
https://www.whitecase.com/people/paul-brumpton,LLM Duke University School of Law
https://www.whitecase.com/people/paul-brumpton,BA/MA University of Cambridge
https://www.whitecase.com/people/lucy-bullock,Natural Sciences Cambridge University
https://www.whitecase.com/people/alan-burke,"LPC College of Law, London"
https://www.whitecase.com/people/alan-burke,LLM University College Dublin
https://www.whitecase.com/people/alan-burke,Bachelor of Civil Law University College Dublin
https://www.whitecase.com/people/melissa-butler,JD Georgetown University Law Center
https://www.whitecase.com/people/melissa-butler,BA University of Colorado Highest Distinction
https://www.whitecase.com/people/lawson-caisley,LLB University of East Anglia
https://www.whitecase.com/people/lawson-caisley,"Law Society Finals College of Law, York"
https://www.whitecase.com/people/rebecca-campbell,LLB (Hons) University of Melbourne
https://www.whitecase.com/people/rebecca-campbell,BSc (Hons) University of Melbourne
https://www.whitecase.com/people/lindsey-canning,LPC Guildford College of Law
https://www.whitecase.com/people/lindsey-canning,LLB University of Birmingham
https://www.whitecase.com/people/phillip-capper,BA Law University of Durham with First Class Honours
https://www.whitecase.com/people/phillip-capper,BA and MA University of Oxford by Special Resolution
https://www.whitecase.com/people/simon-caridia,"College of Law, London"
https://www.whitecase.com/people/simon-caridia,"Worcester College, University of Oxford"
https://www.whitecase.com/people/mark-castillo-bernaus,LLM Bristol University
https://www.whitecase.com/people/mark-castillo-bernaus,LPC Oxford Institute of Legal Practice
https://www.whitecase.com/people/nicola-chapman,LPC College of Law
https://www.whitecase.com/people/nicola-chapman,LLB (Hons) The London School of Economics and Political Science
https://www.whitecase.com/people/jill-christie,JD University of Pennsylvania
https://www.whitecase.com/people/jill-christie,Bryn Mawr College
https://www.whitecase.com/people/ian-clark,JD University of Virginia School of Law
https://www.whitecase.com/people/ian-clark,BA History Yale College
https://www.whitecase.com/people/mark-clarke,Postgraduate Diploma in Law Oxford Brookes University
https://www.whitecase.com/people/mark-clarke,Postgraduate Diploma in Legal Practice The College of Law
https://www.whitecase.com/people/mark-clarke,"MA Peterhouse, University of Cambridge"
https://www.whitecase.com/people/clare-connellan,"Accredited Mediator, Centre for Effective Dispute Resolution"
https://www.whitecase.com/people/clare-connellan,"LLM Queen Mary, University of London"
https://www.whitecase.com/people/clare-connellan,"Diploma International Commercial Comparative Arbitration, School of International Arbitration Queen Mary, University of London"
https://www.whitecase.com/people/clare-connellan,LPC Nottingham Law School
https://www.whitecase.com/people/clare-connellan,Maitrise en droit prive Universite de Paris I Pantheon Sorbonne
https://www.whitecase.com/people/clare-connellan,LLB English law and French law King's College London
https://www.whitecase.com/people/amanda-cowell,LPC BPP Law School London
https://www.whitecase.com/people/amanda-cowell,MA Jurisprudence Oxford University
https://www.whitecase.com/people/christopher-czarnocki,LLM Monash University Melbourne
https://www.whitecase.com/people/christopher-czarnocki,LLB Monash University Melbourne
https://www.whitecase.com/people/christopher-czarnocki,BA Monash University Melbourne
https://www.whitecase.com/people/ben-davies,LPC Nottingham Law School
https://www.whitecase.com/people/ben-davies,LLB University of Nottingham
https://www.whitecase.com/people/debashis-dey,"LLB Osgoode Hall Law School York University, Toronto"
https://www.whitecase.com/people/debashis-dey,BA Political Science University of Western Ontario
https://www.whitecase.com/people/mukund-dhar,"BA, LLB (Hons) National Law School of India University"
https://www.whitecase.com/people/james-dodsworth,The College of Law Chester
https://www.whitecase.com/people/james-dodsworth,LLB University of Birmingham
https://www.whitecase.com/people/jeremy-duffy,Graduate Diploma in Applied Finance and Investment Securities Institute of Australia
https://www.whitecase.com/people/jeremy-duffy,LLB University of Melbourne
https://www.whitecase.com/people/jeremy-duffy,BCom University of Melbourne
https://www.whitecase.com/people/gareth-eagles,LPC Nottingham Law School
https://www.whitecase.com/people/gareth-eagles,LLB University of Warwick
https://www.whitecase.com/people/inigo-esteve,MA Spanish Business Law Instituto de Empresa
https://www.whitecase.com/people/inigo-esteve,LPC College of Law
https://www.whitecase.com/people/inigo-esteve,University of Exeter
https://www.whitecase.com/people/jacqueline-evans,University of Manchester
https://www.whitecase.com/people/tom-falkus,LPC BPP Law School
https://www.whitecase.com/people/tom-falkus,MA University of Cambridge
https://www.whitecase.com/people/tom-falkus,PGDL BPP Law School
https://www.whitecase.com/people/martin-forbes,LLM Harvard Law School
https://www.whitecase.com/people/martin-forbes,Diploma in Legal Practice University of Glasgow
https://www.whitecase.com/people/martin-forbes,LLB University of Glasgow
https://www.whitecase.com/people/emma-foster,LLB (Hons) University College London
https://www.whitecase.com/people/emma-foster,LPC Nottingham Law School
https://www.whitecase.com/people/emma-foster,"Diplome d'etudes universitaires generales Universite Pantheon-Assas, Paris II"
https://www.whitecase.com/people/daniel-garton,Diploma International Arbitration Chartered Institute of Arbitrators
https://www.whitecase.com/people/daniel-garton,Northern Territory University
https://www.whitecase.com/people/david-goldberg,BPP Law School London
https://www.whitecase.com/people/david-goldberg,"Diploma International Commercial Arbitration Keble College, Oxford University"
https://www.whitecase.com/people/leonardo-graffi,JD University of Bologna Italy
https://www.whitecase.com/people/leonardo-graffi,"LLM Harvard Law School MA (Gammon Fellow), United States"
https://www.whitecase.com/people/nicholas-greenacre,Diploma in Legal Practice The College of Law
https://www.whitecase.com/people/nicholas-greenacre,The College of Law
https://www.whitecase.com/people/nicholas-greenacre,"BA Balliol College, Oxford University"
https://www.whitecase.com/people/james-greene,LPC Nottingham Law School
https://www.whitecase.com/people/james-greene,LLB St. John's College Cambridge
https://www.whitecase.com/people/matthew-griffin,LLB (Hons) University of Sydney
https://www.whitecase.com/people/matthew-griffin,BEcon Economics Macquarie University
https://www.whitecase.com/people/james-hardy,"LPC College of Law, Guildford"
https://www.whitecase.com/people/james-hardy,"CPE College of Law, Guildford"
https://www.whitecase.com/people/james-hardy,BA (Hons) Modern Languages (French and Russian) Oxford University
https://www.whitecase.com/people/colin-harley,LLB (Hons) University of Edinburgh
https://www.whitecase.com/people/colin-harley,Diploma in Legal Practice University of Edinburgh
https://www.whitecase.com/people/tim-hickman,LPC Nottingham Law School
https://www.whitecase.com/people/tim-hickman,LLB University of Nottingham
https://www.whitecase.com/people/katie-hicks,"GDL & LPC College of Law, London"
https://www.whitecase.com/people/katie-hicks,"BA St. Catherine's College, University of Oxford"
https://www.whitecase.com/people/richard-hill,University of Westminster
https://www.whitecase.com/people/richard-hill,University College London
https://www.whitecase.com/people/richard-hill,Inns of Court School of Law London
https://www.whitecase.com/people/rory-hishon,LPC Nottingham Law School
https://www.whitecase.com/people/rory-hishon,LLM International Economic Law University of Warwick
https://www.whitecase.com/people/rory-hishon,LLB Law University of Warwick
https://www.whitecase.com/people/james-holden,"History (MA) Christ Church, Oxford University"
https://www.whitecase.com/people/james-holden,LLB Nottingham Law School
https://www.whitecase.com/people/monica-holden,Juris Doctor University of Minnesota
https://www.whitecase.com/people/monica-holden,BA University of St. Thomas
https://www.whitecase.com/people/laura-hoyland,LPC Oxford Institute of Legal Practice
https://www.whitecase.com/people/laura-hoyland,LLB University of Durham
https://www.whitecase.com/people/michael-immordino,JD (Juris Doctor) Duke University School of Law
https://www.whitecase.com/people/michael-immordino,BA Colgate University
https://www.whitecase.com/people/marc-israel,"Legal Practice Course The College of Law, London"
https://www.whitecase.com/people/marc-israel,"Common Professional Examination The College of Law, London"
https://www.whitecase.com/people/marc-israel,Master of Arts University of Cambridge
https://www.whitecase.com/people/marc-israel,Modern & Medieval Languages St. John's College University of Cambridge
https://www.whitecase.com/people/james-johnson,LPC Nottingham University
https://www.whitecase.com/people/james-johnson,BA Oxford University
https://www.whitecase.com/people/emmie-jones,
https://www.whitecase.com/people/richard-jones,PGDL and LPC Nottingham Law School
https://www.whitecase.com/people/richard-jones,BA (Hons) University of Oxford
https://www.whitecase.com/people/helen-joseph,LPC BPP Law School London
https://www.whitecase.com/people/helen-joseph,LLB King's College London
https://www.whitecase.com/people/justin-jowitt,"University of Oxford BA, BCL"
https://www.whitecase.com/people/hyder-jumabhoy,"Legal Practice Course BPP Law School, London"
https://www.whitecase.com/people/hyder-jumabhoy,LLM Corporate & Commercial Law King's College London London
https://www.whitecase.com/people/hyder-jumabhoy,LLB King's College London London
https://www.whitecase.com/people/george-kazakov,BA Economics/Political Science University of Toronto Trinity College
https://www.whitecase.com/people/george-kazakov,"LL.B/B.C.L, Law McGill University Montreal, Canada"
https://www.whitecase.com/people/darina-kogan-bellamy,JD New York University School of Law
https://www.whitecase.com/people/darina-kogan-bellamy,BA University of the Pacific
https://www.whitecase.com/people/victoria-landsbert,Postgraduate Diploma in Legal Practice London Guildhall University
https://www.whitecase.com/people/victoria-landsbert,Postgraduate Diploma in Law London Guildhall University
https://www.whitecase.com/people/victoria-landsbert,"MSci Chemistry and Biochemistry Imperial College of Science, Technology and Medicine London"
https://www.whitecase.com/people/margot-lindsay,LLB University of Otago New Zealand
https://www.whitecase.com/people/margot-lindsay,BCom University of Otago New Zealand
https://www.whitecase.com/people/richard-lloyd,LLB College of Law
https://www.whitecase.com/people/richard-lloyd,BA History University of Durham
https://www.whitecase.com/people/iain-macvay,Master of Law University College London
https://www.whitecase.com/people/iain-macvay,Master of Arts University of British Columbia
https://www.whitecase.com/people/iain-macvay,LLB University of Victoria
https://www.whitecase.com/people/iain-macvay,BA University of British Columbia
https://www.whitecase.com/people/ferdinand-mason,JD Belgian Law University of Leuven
https://www.whitecase.com/people/ferdinand-mason,JD International Private Dutch Law Vrije Universiteit Amsterdam
https://www.whitecase.com/people/tom-matthews,MA Oxford University
https://www.whitecase.com/people/tom-matthews,Nottingham Law School
https://www.whitecase.com/people/stuart-matty,London Law College of Law
https://www.whitecase.com/people/stuart-matty,University of London (Queen Mary & Westfield College)
https://www.whitecase.com/people/shane-mcdonald,LLB Monash University
https://www.whitecase.com/people/shane-mcdonald,BA Monash University
https://www.whitecase.com/people/chris-mcgarry,LLB University of Edinburgh
https://www.whitecase.com/people/chris-mcgarry,BPP Law School
https://www.whitecase.com/people/jarlath-mcgurran,Queen's University of Belfast
https://www.whitecase.com/people/jarlath-mcgurran,Oxford Institute of Legal Practice
https://www.whitecase.com/people/gavin-mclean,DEA University of Paris I Pantheon-Sorbonne
https://www.whitecase.com/people/gavin-mclean,LLB University of Victoria Wellington
https://www.whitecase.com/people/andrea-menaker,JD University of Washington School of Law
https://www.whitecase.com/people/andrea-menaker,BS Georgetown University
https://www.whitecase.com/people/caroline-miller-smith,"Law Society Finals College of Law, London"
https://www.whitecase.com/people/caroline-miller-smith,"BA Merton College, University of Oxford"
https://www.whitecase.com/people/michael-mountain,"LPC BPP Law School, London"
https://www.whitecase.com/people/michael-mountain,BA Jurisprudence University of Oxford
https://www.whitecase.com/people/sudhir-nair,University of Warwick
https://www.whitecase.com/people/kevin-ng,Bachelor of Laws University of Auckland
https://www.whitecase.com/people/kevin-ng,Bachelor of Commerce University of Auckland
https://www.whitecase.com/people/robert-nield,Graduate Diploma in Law BPP University Law School
https://www.whitecase.com/people/robert-nield,"BA Philosophy, Politics & Economics University of Oxford"
https://www.whitecase.com/people/jonathan-parry,"LPC College of Law, London"
https://www.whitecase.com/people/jonathan-parry,"CPE College of Law, London"
https://www.whitecase.com/people/jonathan-parry,MA (Oxon) University of Oxford
https://www.whitecase.com/people/christian-pilkington,LLM Commercial and Corporate Law London School of Economics
https://www.whitecase.com/people/christian-pilkington,LLB University of Nottingham
https://www.whitecase.com/people/richard-pogrel,"College of Law, York"
https://www.whitecase.com/people/richard-pogrel,LLB University of East Anglia
https://www.whitecase.com/people/guy-potel,CPE The College of Law
https://www.whitecase.com/people/guy-potel,BA University of Leeds
https://www.whitecase.com/people/james-pullen,BA University of Warwick
https://www.whitecase.com/people/carina-radford,BA (Hons) History University of York
https://www.whitecase.com/people/carina-radford,Common Professional Examination City University
https://www.whitecase.com/people/carina-radford,Legal Practice Course College of Law
https://www.whitecase.com/people/morvyn-radlow,LLB (Hons) Law and French University of Strathclyde
https://www.whitecase.com/people/morvyn-radlow,Diploma in Legal Practice Glasgow Graduate School of Law
https://www.whitecase.com/people/morvyn-radlow,Certificate of Proficiency in Insolvency Insolvency Practitioners Association
https://www.whitecase.com/people/sandra-rafferty,BA (Hons) in Law Durham University
https://www.whitecase.com/people/sandra-rafferty,"College of Law, Chester"
https://www.whitecase.com/people/anneka-randhawa,LPC The College of Law Moorgate
https://www.whitecase.com/people/anneka-randhawa,LLB University College London
https://www.whitecase.com/people/jenna-rennie,LLM University of Cambridge
https://www.whitecase.com/people/jenna-rennie,LLB University of Canterbury
https://www.whitecase.com/people/jenna-rennie,BA University of Canterbury
https://www.whitecase.com/people/david-robertson,Master of International Law London School of Economics and Political Science
https://www.whitecase.com/people/david-robertson,LLB University of Auckland
https://www.whitecase.com/people/david-robertson,Bachelor of Arts University of Auckland
https://www.whitecase.com/people/jonathan-rogers,English Language and Literature University of Oxford
https://www.whitecase.com/people/john-rogerson,"LPC BPP Law School, London"
https://www.whitecase.com/people/john-rogerson,"GDL BPP Law School, London"
https://www.whitecase.com/people/john-rogerson,BA University College London
https://www.whitecase.com/people/dominic-ross,LPC Nottingham Law School
https://www.whitecase.com/people/dominic-ross,LLB (Hons) Law University of Exeter
https://www.whitecase.com/people/jeffrey-rubinoff,"Bachelor of Laws (LL.B), Banking, Corporate, Finance and Securities Law York University Osgoode Hall Law School"
https://www.whitecase.com/people/evgeny-scirto-ostrovskiy,LLM The University of Chicago Law School
https://www.whitecase.com/people/evgeny-scirto-ostrovskiy,"JD Luiss University Rome, Italy"
https://www.whitecase.com/people/shameer-shah,LPC Kaplan Law School
https://www.whitecase.com/people/shameer-shah,LLB (Hons) King's College London
https://www.whitecase.com/people/tim-sheddick,Bachelor of Laws (LLB) Manchester University
https://www.whitecase.com/people/caroline-sherrell,Bachelor of Economics (BEcon) University of Queensland
https://www.whitecase.com/people/caroline-sherrell,Bachelor of Laws (LLB) University of Queensland
https://www.whitecase.com/people/rebecca-shorter,LPC Bloomsbury College of Law
https://www.whitecase.com/people/rebecca-shorter,LLB Law with French Law University of Reading
https://www.whitecase.com/people/rebecca-shorter,Diploma in French Legal Studies Universite X de Paris Nanterre
https://www.whitecase.com/people/joshua-siaw,LLB (Hons) King's College London
https://www.whitecase.com/people/joshua-siaw,LPC BPP Law School
https://www.whitecase.com/people/laura-sizemore,JD/LLM (International and Comparative Law) Duke University School of Law
https://www.whitecase.com/people/laura-sizemore,Davidson College
https://www.whitecase.com/people/will-smith,MA Cambridge University Clare College
https://www.whitecase.com/people/will-smith,BA in Law Cambridge University Clare College
https://www.whitecase.com/people/julia-smithers-excell,MA University of Oxford Classics and Modern Languages
https://www.whitecase.com/people/philip-stopford,LLM University of Virginia School of Law Harkness Fellow
https://www.whitecase.com/people/philip-stopford,LLB Brunel University with Honours
https://www.whitecase.com/people/allan-taylor,LPC College of Law in Chester
https://www.whitecase.com/people/allan-taylor,CPE College of Law in Chester
https://www.whitecase.com/people/allan-taylor,BA (Hons) Emmanuel College Cambridge
https://www.whitecase.com/people/gilles-teerlinck,Masters in Finance London Business School
https://www.whitecase.com/people/gilles-teerlinck,Degree in Corporate Finance Catholic University of Leuven
https://www.whitecase.com/people/gilles-teerlinck,"LLM University of California, Berkeley School of Law"
https://www.whitecase.com/people/gilles-teerlinck,MA in Law Ghent University
https://www.whitecase.com/people/gilles-teerlinck,Erasmus Exchange University of Paris I Pantheon-Sorbonne
https://www.whitecase.com/people/daniel-turgel,
https://www.whitecase.com/people/anita-varma,JD Georgetown University Law Center
https://www.whitecase.com/people/anita-varma,MS (Chemistry) Jiwaji University
https://www.whitecase.com/people/anita-varma,MS (Biochemistry) American University
https://www.whitecase.com/people/anita-varma,BS (Chemistry) Jiwaji University
https://www.whitecase.com/people/ian-wallace,BA University of Nottingham
https://www.whitecase.com/people/michael-watson,Bachelor of Laws Rhodes University
https://www.whitecase.com/people/michael-watson,Bachelor of Science Rhodes University
https://www.whitecase.com/people/jasper-wauters,Diplome D'Etudes Superieures - D.E.S Graduate Institute for International Studies Geneva
https://www.whitecase.com/people/jasper-wauters,MA Catholic University of Leuven Belgium
https://www.whitecase.com/people/michael-weir,Legal Practice Course Oxford Institute of Legal Practice
https://www.whitecase.com/people/michael-weir,"BA in Jurisprudence St. Anne's College, University of Oxford"
https://www.whitecase.com/people/robert-wheal,LSF Chancery Lane
https://www.whitecase.com/people/robert-wheal,"MA (in law) St. John's College, Cambridge University"
https://www.whitecase.com/people/robert-wheal,MSc in construction law and arbitration King's College London
https://www.whitecase.com/people/fergus-wheeler,Bachelor in Law and French Trinity College Dublin
https://www.whitecase.com/people/steven-worthington,Oxford University M.A.
https://www.whitecase.com/people/ingrid-york,Graduate Certificate in Legal Practice University of Technology Sydney
https://www.whitecase.com/people/ingrid-york,Bachelor of Laws University of Technology Sydney
https://www.whitecase.com/people/ingrid-york,BA International Studies University of Technology Sydney
https://www.whitecase.com/people/julia-zagonek,PGDL LPC College of Law London
https://www.whitecase.com/people/julia-zagonek,BA (Hons) Courtauld Institute of Art London
https://www.whitecase.com/people/catherine-andrews,BPP Law School
https://www.whitecase.com/people/catherine-andrews,College of Law
https://www.whitecase.com/people/catherine-andrews,"BA (Hons) Modern History Worcester College, University of Oxford"
https://www.whitecase.com/people/elizaveta-bazarova,Legal Practice Course BPP Law School
https://www.whitecase.com/people/elizaveta-bazarova,Diploma BPP Law School
https://www.whitecase.com/people/elizaveta-bazarova,BSc (Hons) University of Plymouth
https://www.whitecase.com/people/lis-blunsdon,Bachelor of Arts Corpus Christi College Cambridge
https://www.whitecase.com/people/lis-blunsdon,Bachelor of Arts and Master of Arts Corpus Christi College Cambridge
https://www.whitecase.com/people/lis-blunsdon,Diploma Advanced European Law King's College London
https://www.whitecase.com/people/thomas-cambidge,LLM University of Giessen
https://www.whitecase.com/people/thomas-cambidge,LLB University of Warwick
https://www.whitecase.com/people/tom-cameron,Fellow Chartered Institute of Arbitrators
https://www.whitecase.com/people/tom-cameron,LPC BPP Law School
https://www.whitecase.com/people/tom-cameron,Graduate Diploma in Law City University
https://www.whitecase.com/people/tom-cameron,MA Oxford University Merton College
https://www.whitecase.com/people/joseph-carroll,GDL & LPC BPP
https://www.whitecase.com/people/joseph-carroll,"BA Politics, Philosophy & Economics Jesus College, Oxford University"
https://www.whitecase.com/people/laura-fletcher,"LLB (Hons) University of the West of England, Bristol"
https://www.whitecase.com/people/hannah-gout,MA (Hons) History Cambridge University
https://www.whitecase.com/people/hannah-gout,"GDL and LPC BPP Law School, London"
https://www.whitecase.com/people/paul-harrington,CTA Chartered Institute of Taxation
https://www.whitecase.com/people/paul-harrington,"GDL, LPC Nottingham Law School"
https://www.whitecase.com/people/paul-harrington,"BA (Hons) MA, MSci University of Cambridge"
https://www.whitecase.com/people/johanna-hayward,LPC BPP Law School
https://www.whitecase.com/people/johanna-hayward,BA (Hons) Jurisprudence University of Oxford
https://www.whitecase.com/people/tallat-hussain,"LLM London School of Economics and Political Science London, England"
https://www.whitecase.com/people/tallat-hussain,LLB Queen's University Kingston Canada
https://www.whitecase.com/people/anthony-lavers,PhD National University of Singapore
https://www.whitecase.com/people/anthony-lavers,MPhil University of Southampton
https://www.whitecase.com/people/anthony-lavers,LLB (Hons) University College London
https://www.whitecase.com/people/anna-lilley,LPC (Distinction) College of Law London
https://www.whitecase.com/people/anna-lilley,LLB (Hons) European Legal Studies University of Southampton
https://www.whitecase.com/people/deborah-lincoln,Diploma in Intellectual Property Law Bristol University
https://www.whitecase.com/people/deborah-lincoln,"Law Society's Finals College of Law, London"
https://www.whitecase.com/people/deborah-lincoln,BA Hons University of Exeter
https://www.whitecase.com/people/claudio-medeossi,LLM Queen Mary London
https://www.whitecase.com/people/claudio-medeossi,JD University of Trieste
https://www.whitecase.com/people/asma-muttawa,Diploma in International Arbitration Jesus College Oxford
https://www.whitecase.com/people/asma-muttawa,"Advanced Negotiations, Harvard Public Disputes Program Harvard Law School MIT, Boston"
https://www.whitecase.com/people/asma-muttawa,LLM London Metropolitan University
https://www.whitecase.com/people/asma-muttawa,"LLB (Hons) South Bank University, London"
https://www.whitecase.com/people/andrzej-omietanski,LPC BPP Law School London
https://www.whitecase.com/people/andrzej-omietanski,LLM (Hons) London School of Economics
https://www.whitecase.com/people/andrzej-omietanski,LLB (Hons) University of Kent
https://www.whitecase.com/people/bree-peterson,JD University of St. Thomas
https://www.whitecase.com/people/bree-peterson,BA International Relations University of San Diego
https://www.whitecase.com/people/marc-polonsky,Law Society Finals London Guildhall University
https://www.whitecase.com/people/marc-polonsky,"MSc Imperial College of Science, Technology and Medicine London"
https://www.whitecase.com/people/marc-polonsky,BA University of Oxford
https://www.whitecase.com/people/tom-pound,Bachelor of Laws (LLB) University of Law
