profile_link,bar_court
https://www.whitecase.com/people/edwina-daws,England and Wales
https://www.whitecase.com/people/oliver-dean,England and Wales
https://www.whitecase.com/people/brian-dearing,New York State Bar
https://www.whitecase.com/people/victoria-delacey,England and Wales
https://www.whitecase.com/people/juanita-derex-briggs,England and Wales
https://www.whitecase.com/people/amy-detheridge,"Queensland, Solicitor"
https://www.whitecase.com/people/joe-devine,England and Wales
https://www.whitecase.com/people/kristen-dilemmo,England and Wales
https://www.whitecase.com/people/adrian-donato,High Court of Australia
https://www.whitecase.com/people/adrian-donato,Supreme Court of Victoria
https://www.whitecase.com/people/adrian-donato,New South Wales
https://www.whitecase.com/people/alexandra-doyle,Solicitor of England and Wales
https://www.whitecase.com/people/charlie-draper,"Solicitor, England and Wales"
https://www.whitecase.com/people/marc-dumais,England & Wales (Solicitor)
https://www.whitecase.com/people/marc-dumais,"Barrister and Solicitor, British Columbia"
https://www.whitecase.com/people/adrien-dumoulin-smith,New York State Bar
https://www.whitecase.com/people/pauline-depinay,"Solicitor, England and Wales"
https://www.whitecase.com/people/pauline-depinay,Paris Bar
https://www.whitecase.com/people/chris-edgington,England and Wales
https://www.whitecase.com/people/emily-elliott,Solicitor (England and Wales)
https://www.whitecase.com/people/hashim-eltumi,England and Wales
https://www.whitecase.com/people/daniel-fahey,"Supreme Court of Victoria, Australia"
https://www.whitecase.com/people/daniel-fahey,High Court of Australia
https://www.whitecase.com/people/nick-falconer,England and Wales
https://www.whitecase.com/people/alex-field,England and Wales
https://www.whitecase.com/people/finlay-fraser,Scotland
https://www.whitecase.com/people/mhairi-fraser,England and Wales
https://www.whitecase.com/people/nora-fredstie,New York State Bar
https://www.whitecase.com/people/nora-fredstie,Solicitor (England and Wales)
https://www.whitecase.com/people/jonny-galbraith-brown,England and Wales
https://www.whitecase.com/people/ralph-goodchild,England and Wales
https://www.whitecase.com/people/prema-govind,England and Wales
https://www.whitecase.com/people/william-grazebrook,England and Wales
https://www.whitecase.com/people/daniel-hannuna,England and Wales
https://www.whitecase.com/people/thomas-hansen,"Solicitor, England and Wales"
https://www.whitecase.com/people/andrew-harper,England and Wales
https://www.whitecase.com/people/james-hart,England and Wales
https://www.whitecase.com/people/zoe-harvey,England and Wales
https://www.whitecase.com/people/claudia-hasbun,New York State Bar
https://www.whitecase.com/people/raif-hassan,England and Wales
https://www.whitecase.com/people/yuki-hattori,Japan Bar
https://www.whitecase.com/people/yuki-hattori,New York State Bar
https://www.whitecase.com/people/samirah-haujee,Solicitor of England and Wales
https://www.whitecase.com/people/seamus-herrick,"Victoria, Australia"
https://www.whitecase.com/people/cecily-higham,England and Wales
https://www.whitecase.com/people/josh-hirschowitz,England and Wales
https://www.whitecase.com/people/ayelet-hochman,Israel Bar Association
https://www.whitecase.com/people/ayelet-hochman,New York State Bar
https://www.whitecase.com/people/christian-holbrook,England and Wales
https://www.whitecase.com/people/beth-hough,England and Wales
https://www.whitecase.com/people/nigela-houghton,High Court of Australia
https://www.whitecase.com/people/nigela-houghton,New South Wales
https://www.whitecase.com/people/verity-houlker,England and Wales
https://www.whitecase.com/people/elle-illingworth,Solicitor of the Senior Courts of England and Wales
https://www.whitecase.com/people/david-inns,Solicitor (England and Wales)
https://www.whitecase.com/people/emma-jell,England and Wales
https://www.whitecase.com/people/callum-johnson,"Solicitor, England and Wales"
https://www.whitecase.com/people/benjamin-judge,England and Wales
https://www.whitecase.com/people/nic-kennedy,England and Wales
https://www.whitecase.com/people/laura-kitchen,England and Wales
https://www.whitecase.com/people/nick-kling,England and Wales
https://www.whitecase.com/people/nick-kling,Solicitor Advocate (Higher Rights of Audience)
https://www.whitecase.com/people/zahra-knapper,Bar of England and Wales
https://www.whitecase.com/people/emma-knight,England and Wales
https://www.whitecase.com/people/abigail-kolawole,England and Wales
https://www.whitecase.com/people/irina-kozlova,England and Wales
https://www.whitecase.com/people/phoenix-kushner,England and Wales
https://www.whitecase.com/people/sofia-lambert,Solicitor of England and Wales
https://www.whitecase.com/people/arthur-lauvaux,"Solicitor, England and Wales"
https://www.whitecase.com/people/arthur-lauvaux,Paris Bar
https://www.whitecase.com/people/sarah-lee,"Supreme Court of New South Wales, Australia"
https://www.whitecase.com/people/sylvana-lee,England and Wales
https://www.whitecase.com/people/bob-lehner,New York State Bar
https://www.whitecase.com/people/kal-leung,"Solicitor, England and Wales"
https://www.whitecase.com/people/kal-leung,"Barrister and Solicitor, Ontario"
https://www.whitecase.com/people/josephine-levick,England and Wales
https://www.whitecase.com/people/gustav-lexner,Solicitor of England and Wales
https://www.whitecase.com/people/caitlin-lloyd,England and Wales
https://www.whitecase.com/people/opeyemi-longe,Nigeria Bar
https://www.whitecase.com/people/opeyemi-longe,England and Wales
https://www.whitecase.com/people/lachlan-low,"Solicitor, England and Wales"
https://www.whitecase.com/people/francesca-macswiney,England and Wales
https://www.whitecase.com/people/mahir-maini,England and Wales
https://www.whitecase.com/people/rebecca-major,England and Wales
https://www.whitecase.com/people/shayan-malad,England and Wales
https://www.whitecase.com/people/clarissa-marazzi,England and Wales
https://www.whitecase.com/people/karim-mariey,England and Wales
https://www.whitecase.com/people/hannah-massen,England and Wales
https://www.whitecase.com/people/jane-mcquillan,England and Wales
https://www.whitecase.com/people/adam-melone,England and Wales
https://www.whitecase.com/people/paddy-mohen,England and Wales
https://www.whitecase.com/people/paddy-mohen,Western Australia
https://www.whitecase.com/people/hana-mori,"Solicitor, England and Wales"
https://www.whitecase.com/people/benjamin-morrison,England and Wales
https://www.whitecase.com/people/caroline-murphy,Ireland
https://www.whitecase.com/people/caroline-murphy,"Registered European Lawyer, England and Wales"
https://www.whitecase.com/people/david-murray,England and Wales
https://www.whitecase.com/people/david-murray,New York State Bar
https://www.whitecase.com/people/marianna-naicker,High Court of South Africa
https://www.whitecase.com/people/nico-nalbantian,New York State Bar
https://www.whitecase.com/people/sara-nehring,England and Wales
https://www.whitecase.com/people/kit-chong-ng,England and Wales
https://www.whitecase.com/people/yan-ng,England and Wales
https://www.whitecase.com/people/alexis-nicholas,"Solicitor, England and Wales"
https://www.whitecase.com/people/katy-norman,England and Wales
https://www.whitecase.com/people/chris-norris,England and Wales
https://www.whitecase.com/people/peter-north,New Zealand
https://www.whitecase.com/people/william-obree,Solicitor of England and Wales
https://www.whitecase.com/people/julia-ogievetsky,England and Wales
https://www.whitecase.com/people/adebola-ogunsanya,New York State Bar
https://www.whitecase.com/people/jessica-oliver,England and Wales
https://www.whitecase.com/people/judith-olloh,England and Wales
https://www.whitecase.com/people/judith-olloh,New York State Bar
https://www.whitecase.com/people/paul-oumade-singh,England & Wales (Solicitor)
https://www.whitecase.com/people/ana-louise-osullivan,England and Wales
https://www.whitecase.com/people/helen-pantelides,England and Wales
https://www.whitecase.com/people/kirsty-parker,England and Wales
https://www.whitecase.com/people/gemma-patterson,England and Wales
https://www.whitecase.com/people/dayle-perles,England and Wales
https://www.whitecase.com/people/ivan-philippov,England and Wales
https://www.whitecase.com/people/mccoy-pitt,New York State Bar
https://www.whitecase.com/people/mccoy-pitt,District of Columbia Bar
https://www.whitecase.com/people/jaak-poldma,England and Wales
https://www.whitecase.com/people/jaak-poldma,New York State Bar
https://www.whitecase.com/people/amulang-povaeva,"Solicitor, England and Wales"
https://www.whitecase.com/people/amulang-povaeva,Russian Federation
https://www.whitecase.com/people/amulang-povaeva,California State Bar
https://www.whitecase.com/people/adhuv-prinja,England and Wales
https://www.whitecase.com/people/hafsa-raza,England and Wales
https://www.whitecase.com/people/james-read,England and Wales
https://www.whitecase.com/people/vishnu-rege,California State Bar
https://www.whitecase.com/people/vishnu-rege,Bar Council of Delhi
https://www.whitecase.com/people/jean-renaldy,England and Wales
https://www.whitecase.com/people/sophie-rezki,California State Bar
https://www.whitecase.com/people/sophie-rezki,Illinois State Bar
https://www.whitecase.com/people/sophie-rezki,Luxembourg Bar
https://www.whitecase.com/people/james-richards,England and Wales
https://www.whitecase.com/people/mark-richardson,England and Wales
https://www.whitecase.com/people/lowrie-robertson,England and Wales
https://www.whitecase.com/people/therese-marie-rodgers,"Solicitor, England and Wales"
https://www.whitecase.com/people/lucy-rogers,England & Wales (Solicitor)
https://www.whitecase.com/people/emma-roker,England and Wales
https://www.whitecase.com/people/tatiana-roldan-ferri,Sao Paulo
https://www.whitecase.com/people/matt-ross,England and Wales
https://www.whitecase.com/people/elena-ruggiu,England and Wales
https://www.whitecase.com/people/kate-russell,England and Wales
https://www.whitecase.com/people/claire-sackman,England and Wales
https://www.whitecase.com/people/zeena-saleh,Solicitor of England and Wales
https://www.whitecase.com/people/mark-sanders,England and Wales
https://www.whitecase.com/people/neha-saran,England and Wales
https://www.whitecase.com/people/neha-saran,"New Dehli, India"
https://www.whitecase.com/people/alina-sartogo,Paris Bar
https://www.whitecase.com/people/alina-sartogo,"Solicitor, England and Wales"
https://www.whitecase.com/people/andrew-scott,England and Wales
https://www.whitecase.com/people/emiko-singh,Solicitor of England and Wales
https://www.whitecase.com/people/emiko-singh,"Attorney, New York State Bar"
https://www.whitecase.com/people/claire-slunecko,"Solicitor of the Supreme Court of Queensland, Australia"
https://www.whitecase.com/people/claire-slunecko,Solicitor of the High Court of Australia
https://www.whitecase.com/people/laura-smith,England and Wales
https://www.whitecase.com/people/laetitia-souesme,"Solicitor, England and Wales"
https://www.whitecase.com/people/laetitia-souesme,"Solicitor Advocate, England and Wales"
https://www.whitecase.com/people/victoria-speers,"Solicitor, England and Wales"
https://www.whitecase.com/people/matt-steele,England and Wales
https://www.whitecase.com/people/stephanie-stocker,England and Wales
https://www.whitecase.com/people/will-stoner,England and Wales
https://www.whitecase.com/people/will-summers,"Solicitor, England and Wales"
https://www.whitecase.com/people/adam-tahsin,"Solicitor, England and Wales"
https://www.whitecase.com/people/adam-tahsin,"Solicitor, Ireland"
https://www.whitecase.com/people/anil-tanyildiz,Texas State Bar
https://www.whitecase.com/people/anil-tanyildiz,Istanbul Bar Association
https://www.whitecase.com/people/lily-teh,England and Wales
https://www.whitecase.com/people/nikita-thakrar,England and Wales
https://www.whitecase.com/people/vee-vian-thien,England and Wales
https://www.whitecase.com/people/vee-vian-thien,Hong Kong
https://www.whitecase.com/people/vee-vian-thien,New York State Bar
https://www.whitecase.com/people/patrick-thompson,Solicitor (England and Wales)
https://www.whitecase.com/people/suzanne-thomson,England and Wales
https://www.whitecase.com/people/john-timmons,Scotland
https://www.whitecase.com/people/sonica-tolani,England and Wales
https://www.whitecase.com/people/miles-tonkin,England and Wales
https://www.whitecase.com/people/kevin-touhey,Solicitor of England and Wales
https://www.whitecase.com/people/zack-trumper,Supreme Court of New South Wales
https://www.whitecase.com/people/hirra-tung,Solicitor of England and Wales
https://www.whitecase.com/people/james-turner,Solicitor of the Senior Courts of England and Wales
https://www.whitecase.com/people/viraen-vaswani,England & Wales (Solicitor)
https://www.whitecase.com/people/philip-vavalidis,England and Wales
https://www.whitecase.com/people/tejal-velambath,"Bar Council of Maharashtra & Goa, India"
https://www.whitecase.com/people/ben-von-maur,England and Wales
https://www.whitecase.com/people/gwen-wackwitz,Solicitor of England and Wales
https://www.whitecase.com/people/wiesia-wagstyl,England and Wales
https://www.whitecase.com/people/robert-wake-walker,England and Wales
https://www.whitecase.com/people/callie-wallace,New York State Bar
https://www.whitecase.com/people/adam-wallin,"England and Wales (Solicitor Advocate, Higher Rights of Audience)"
https://www.whitecase.com/people/ethan-wang,Solicitor of England and Wales
https://www.whitecase.com/people/katharine-ward,"Supreme Court of New South Wales, Australia"
https://www.whitecase.com/people/radhika-wason,"Solicitor, England and Wales"
https://www.whitecase.com/people/amy-watts,England and Wales
https://www.whitecase.com/people/catherine-west,England and Wales
https://www.whitecase.com/people/james-wilkes,England and Wales
https://www.whitecase.com/people/tom-wilkinson,England and Wales
https://www.whitecase.com/people/will-willoughby,England & Wales (Solicitor)
https://www.whitecase.com/people/alex-wilson,Supreme Court of Victoria
https://www.whitecase.com/people/alex-wilson,High Court of Australia
https://www.whitecase.com/people/oliver-wilson,Barrister and Solicitor of the High Court of New Zealand
https://www.whitecase.com/people/richard-wilson,Attorney of the High Court of South Africa
https://www.whitecase.com/people/bryony-withers,England and Wales
https://www.whitecase.com/people/man-hay-yip,England and Wales
https://www.whitecase.com/people/maria-yoo,Solicitor of England and Wales
https://www.whitecase.com/people/marco-zacchino,South Africa
https://www.whitecase.com/people/agnieszka-zarowna,New York State Bar
https://www.whitecase.com/people/weiran-zhang,England and Wales
https://www.whitecase.com/people/jx-zheng,Supreme Court of Victoria
https://www.whitecase.com/people/jx-zheng,High Court of Australia
https://www.whitecase.com/people/richard-eglin,
https://www.whitecase.com/people/paul-griffin,Solicitor of England and Wales
https://www.whitecase.com/people/david-hartridge,
https://www.whitecase.com/people/veronica-carson,Solicitor of England and Wales
https://www.whitecase.com/people/philippa-chadwick,Solicitor of England and Wales
https://www.whitecase.com/people/kelly-gibson,England and Wales
https://www.whitecase.com/people/alicia-hardy,Solicitor of England and Wales
https://www.whitecase.com/people/mindy-hauman,"Solicitor, England and Wales"
https://www.whitecase.com/people/megan-jones,England and Wales
https://www.whitecase.com/people/amitaben-patel,England and Wales
https://www.whitecase.com/people/samantha-richardson,England and Wales
https://www.whitecase.com/people/emma-shields,"Solicitor, England and Wales"
https://www.whitecase.com/people/mona-wright,
https://www.whitecase.com/people/nick-denby,
https://www.whitecase.com/people/joanna-hawkins,
https://www.whitecase.com/people/mikki-mahan,
https://www.whitecase.com/people/jennifer-philpot,
https://www.whitecase.com/people/nick-salmon,
https://www.whitecase.com/people/juan-manuel-de-remedios,New York State Bar
https://www.whitecase.com/people/juan-manuel-de-remedios,Spain (Abogado)
https://www.whitecase.com/people/fernando-navarro,"Solicitor, England and Wales"
https://www.whitecase.com/people/fernando-navarro,Spain (Abogado)
https://www.whitecase.com/people/yoko-takagi,Spain (Abogado)
https://www.whitecase.com/people/carlos-daroca,Spain (Abogado)
https://www.whitecase.com/people/angel-calleja,
https://www.whitecase.com/people/ignacio-madalena,Spain (Abogado)
https://www.whitecase.com/people/ignacio-madalena,New York State Bar
https://www.whitecase.com/people/ignacio-madalena,England and Wales
https://www.whitecase.com/people/ignacio-madalena,District of Columbia (Special Legal Consultant)
https://www.whitecase.com/people/julio-peralta,Spain (Abogado)
https://www.whitecase.com/people/laura-del-olmo,Madrid Bar
https://www.whitecase.com/people/ava-drai,
https://www.whitecase.com/people/esther-gabilondo,
https://www.whitecase.com/people/alfonso-garcia-freire,Spain (Abogado)
https://www.whitecase.com/people/guillermo-gonzalez-molina,
https://www.whitecase.com/people/isabella-hardiman,
https://www.whitecase.com/people/pedro-hendel,Spain (Abogado)
https://www.whitecase.com/people/pedro-hendel,New York State Bar
https://www.whitecase.com/people/diego-hernandez-sampelayo-lara,Authorized to practice law in Mexico
https://www.whitecase.com/people/ana-maria-legendre,Panama (Abogada)
https://www.whitecase.com/people/guillermo-manzanares,
https://www.whitecase.com/people/bianca-mcdonnell,"New South Wales, Australia"
https://www.whitecase.com/people/bianca-mcdonnell,New York
https://www.whitecase.com/people/ignacio-mesa,Madrid Bar
https://www.whitecase.com/people/rafael-minguez,Madrid Bar
https://www.whitecase.com/people/raquel-singla,Spain (Madrid)
https://www.whitecase.com/people/gracia-truan,Madrid Bar
https://www.whitecase.com/people/carlo-mata,
https://www.whitecase.com/people/henri-capin-gally,Authorized to practice law in Mexico
https://www.whitecase.com/people/vicente-corta-fernandez,Authorized to practice law in Mexico
https://www.whitecase.com/people/francisco-de-rosenzweig,Authorized to practice law in Mexico
https://www.whitecase.com/people/enrique-espejel,Authorized to practice law in Mexico
https://www.whitecase.com/people/alvaro-e-garza-galvan,Authorized to practice law in Mexico
https://www.whitecase.com/people/manuel-groenewold,Authorized to practice law in Mexico
https://www.whitecase.com/people/jorge-kim,Authorized to practice law in Mexico
https://www.whitecase.com/people/rafael-llano,New York State Bar
https://www.whitecase.com/people/rafael-llano,Paraguay Bar
https://www.whitecase.com/people/carlos-mainero-ruiz,Authorized to practice law in Mexico
https://www.whitecase.com/people/carlos-mainero-ruiz,New York State Bar
https://www.whitecase.com/people/juan-antonio-martin,Authorized to practice law in Mexico
https://www.whitecase.com/people/juan-antonio-martin,New York State Bar
https://www.whitecase.com/people/andres-mosqueira,Authorized to practice law in Mexico
https://www.whitecase.com/people/andres-mosqueira,New York State Bar
https://www.whitecase.com/people/ismael-reyes-retana-tello,Authorized to practice law in Mexico
https://www.whitecase.com/people/guillermo-aguayo,Authorized to practice law in Mexico
https://www.whitecase.com/people/antonio-cardenas,Authorized to practice law in Mexico
https://www.whitecase.com/people/antonio-cardenas,Mexican Attorneys Bar (Barra Mexicana Colegio de Abogados)
https://www.whitecase.com/people/maria-teresa-fernandez-labardini,Authorized to practice law in Mexico
https://www.whitecase.com/people/daniel-gonzalez-estrada,Authorized to practice law in Mexico
https://www.whitecase.com/people/sergio-marquez-garcia-moreno,Authorized to practice law in Mexico
https://www.whitecase.com/people/juan-ruenes-rosales,Authorized to practice law in Mexico
https://www.whitecase.com/people/roberto-rios-artigas,Authorized to practice law in Mexico
https://www.whitecase.com/people/mauricio-valdespino,Authorized to practice law in Mexico
https://www.whitecase.com/people/antonio-garza,Texas State Bar
https://www.whitecase.com/people/antonio-garza,District of Columbia Bar
https://www.whitecase.com/people/antonio-garza,US Supreme Court
https://www.whitecase.com/people/eric-quiles,Authorized to practice law in Mexico
https://www.whitecase.com/people/romeo-vizzani,Authorized to practice law in Mexico
https://www.whitecase.com/people/carlos-alonso-arellano,Authorized to practice law in Mexico
https://www.whitecase.com/people/andres-calderon-reta,Authorized to practice law in Mexico
https://www.whitecase.com/people/laura-campos-carrillo,Authorized to practice law in Mexico
https://www.whitecase.com/people/jose-franco,Authorized to practice law in Mexico
https://www.whitecase.com/people/yuriria-galicia,Authorized to practice law in Mexico
https://www.whitecase.com/people/fernando-garcia-gomez,Authorized to practice law in Mexico
https://www.whitecase.com/people/rebeca-garcia-lopez,Authorized to practice law in Mexico
https://www.whitecase.com/people/carlos-gonzalez,Authorized to practice law in Mexico
https://www.whitecase.com/people/roman-gonzalez-melo,Authorized to practice law in Mexico
https://www.whitecase.com/people/andres-gonzalez-meyer,Authorized to practice law in Mexico
https://www.whitecase.com/people/mikel-irurita,Authorized to practice law in Mexico
https://www.whitecase.com/people/juan-carlos-llorens-rojas,Authorized to practice law in Mexico
https://www.whitecase.com/people/wilbert-luna-arellanes,Authorized to practice law in Mexico
https://www.whitecase.com/people/juan-ignacio-lopez-dominguez,Authorized to practice law in Mexico
https://www.whitecase.com/people/german-ricardo-macias,Authorized to practice law in Mexico
https://www.whitecase.com/people/sara-madrid-medina,Authorized to practice law in Mexico
https://www.whitecase.com/people/paulo-maza-moreno,Authorized to practice law in Mexico
https://www.whitecase.com/people/diego-mendoza-arrieta,Authorized to practice law in Mexico
https://www.whitecase.com/people/simon-micha-kurc,Authorized to practice law in Mexico
https://www.whitecase.com/people/mariana-montemayor-alba,Authorized to practice law in Mexico
https://www.whitecase.com/people/diego-mora-jensen-garza,Authorized to practice law in Mexico
https://www.whitecase.com/people/jose-escalante-osorio,Authorized to practice law in Mexico
https://www.whitecase.com/people/jose-joaquin-pacheco-mendoza,Authorized to practice law in Mexico
https://www.whitecase.com/people/adriana-rivera-padilla,Authorized to practice law in Mexico
https://www.whitecase.com/people/victoria-paulina-rodriguez-de-anda,Authorized to practice law in Mexico
https://www.whitecase.com/people/pablo-vinageras,Authorized to practice law in Mexico
https://www.whitecase.com/people/fernando-vazquez-chelius-solis,Authorized to practice law in Mexico
https://www.whitecase.com/people/federico-alvarez-gonzalez,Authorized to practice law in Mexico
https://www.whitecase.com/people/miguel-mayorga,
https://www.whitecase.com/people/mariele-coulet-diaz,New York State Bar
https://www.whitecase.com/people/mariele-coulet-diaz,Paris Bar
https://www.whitecase.com/people/giuseppe-barra-caracciolo,Italian Bar
https://www.whitecase.com/people/iacopo-canino,Italian Bar
https://www.whitecase.com/people/gianluca-fanti,Italian Bar
https://www.whitecase.com/people/ferigo-foscari,Italian Bar
https://www.whitecase.com/people/andrea-novarese,Italian Bar
https://www.whitecase.com/people/veronica-pinotti,Italian Bar
https://www.whitecase.com/people/veronica-pinotti,England and Wales
https://www.whitecase.com/people/veronica-pinotti,Brussels Bar
https://www.whitecase.com/people/maria-cristina-storchi,Italian Bar
https://www.whitecase.com/people/tommaso-tosi,Italian Bar
https://www.whitecase.com/people/tommaso-tosi,New York State Bar
https://www.whitecase.com/people/alessandro-zappasodi,Italian Bar
https://www.whitecase.com/people/piero-de-mattia,Italian Bar
https://www.whitecase.com/people/piero-de-mattia,New York State Bar
https://www.whitecase.com/people/francesco-scebba,Italian Bar
https://www.whitecase.com/people/alessandro-seganfreddo,Italian Bar
https://www.whitecase.com/people/martino-sforza,Italian Bar
https://www.whitecase.com/people/costanza-mussi,Paris Bar
https://www.whitecase.com/people/francesco-abbadessa,
https://www.whitecase.com/people/stefano-bellani,Italian Bar
https://www.whitecase.com/people/beatrice-bertuzzi,
https://www.whitecase.com/people/valerio-bianchi,
https://www.whitecase.com/people/marco-bressan,
https://www.whitecase.com/people/bianca-caruso,Italian Bar
https://www.whitecase.com/people/da-sol-choi,Italian Bar
https://www.whitecase.com/people/fabrizia-faggiano,Italian Bar
https://www.whitecase.com/people/pietro-festorazzi,
https://www.whitecase.com/people/lorenza-fici,
https://www.whitecase.com/people/giulia-fiorelli,Italian Bar
https://www.whitecase.com/people/carlotta-frascoli,Italian Bar
https://www.whitecase.com/people/ioana-gaga,
https://www.whitecase.com/people/tiziana-germinario,Italian Bar
https://www.whitecase.com/people/lorenzo-grampa,
https://www.whitecase.com/people/emma-lo-re,
https://www.whitecase.com/people/pietro-magnaghi,Italian Bar
https://www.whitecase.com/people/stefania-maracich,
https://www.whitecase.com/people/mariasole-maschio,Italian Bar
https://www.whitecase.com/people/nicolo-antonio-miglio,Italian Bar
https://www.whitecase.com/people/luca-misseroni,
https://www.whitecase.com/people/roberta-monasterolo,
https://www.whitecase.com/people/licia-mongiello,Italian Bar
https://www.whitecase.com/people/francesco-mozzone,
https://www.whitecase.com/people/nicole-paccara,
https://www.whitecase.com/people/alessandro-paccoi,Italian Bar
https://www.whitecase.com/people/patrizia-pedretti,Milan Bar
https://www.whitecase.com/people/alessandro-picchi,Italian Bar
https://www.whitecase.com/people/francesco-pirisi,Italian Bar
https://www.whitecase.com/people/daniele-pojani,
https://www.whitecase.com/people/andrea-pretti,Italian Bar
https://www.whitecase.com/people/elvira-ricotta,
https://www.whitecase.com/people/cristina-riva,Italian Bar
https://www.whitecase.com/people/angelo-salis,
https://www.whitecase.com/people/john-sanders,North Carolina State Bar
https://www.whitecase.com/people/sara-scapin,Italian Bar
https://www.whitecase.com/people/nicola-tosin,Italian Bar
https://www.whitecase.com/people/riccardo-verzeletti,Italian Bar
https://www.whitecase.com/people/riccardo-viel,
https://www.whitecase.com/people/simona-bormida,Milan Bar
https://www.whitecase.com/people/irina-dmitrieva,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/andrei-dontsov,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/nikolay-feoktistov,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/jonathan-langley,England and Wales
https://www.whitecase.com/people/jonathan-langley,New Zealand
https://www.whitecase.com/people/eric-michailov,High Court of Australia
https://www.whitecase.com/people/eric-michailov,Law Society of England and Wales
https://www.whitecase.com/people/eric-michailov,New York State Bar
https://www.whitecase.com/people/eric-michailov,Guild of Russian Advocates (honorary member)
https://www.whitecase.com/people/eric-michailov,"Solicitor, Ireland"
https://www.whitecase.com/people/natalia-nikitina,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/igor-ostapets,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/dmitry-lapshin,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/ekaterina-logvinova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/oleg-todua,"Solicitor, England and Wales"
https://www.whitecase.com/people/oleg-todua,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/pavel-boulatov,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/daria-plotnikova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/adam-smith,England and Wales
https://www.whitecase.com/people/yulia-akulinina,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/anna-boer,New York State Bar
https://www.whitecase.com/people/anna-boer,"Solicitor, England and Wales"
https://www.whitecase.com/people/evgeny-chernyavsky,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/ochir-dordzhiev,Russian Federation
https://www.whitecase.com/people/azamat-gaisenov,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/rimma-izmaylova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/olga-klyzhenko,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/roman-kudryavtsev,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/maria-kulmukhametova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/dmitriy-laverychev,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/valery-lavrov,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/ekaterina-palagina,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/tigran-saakyan,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/daria-scheglova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/yulia-seliverstova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/anastasia-sheyndlina,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/natalia-starostenko,Russian Federation
https://www.whitecase.com/people/alexander-sysoev,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/dmitry-tikhonov,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/ksenia-tyunik,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/andrey-ushakov,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/hanna-vansovich,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/elizaveta-volkodav,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/oleg-volodin,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/marina-zenkova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/marina-zenkova,England and Wales
https://www.whitecase.com/people/julia-lymar,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/irina-maisak,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/natalia-yefanova,Qualified to practice law in the Russian Federation
https://www.whitecase.com/people/mohammed-al-bahr,Sultanate of Oman
https://www.whitecase.com/people/maxim-telemtayev,Kazakhstan
https://www.whitecase.com/people/marat-ibragimov,Kazakhstan
https://www.whitecase.com/people/assel-konyskerey,Kazakhstan
https://www.whitecase.com/people/chingiz-kraibekov,Kazakhstan
https://www.whitecase.com/people/tatyana-lee,Uzbekistan
https://www.whitecase.com/people/aigerim-raikhanova,Kazakhstan
https://www.whitecase.com/people/yerken-zhakibayev,Russian Federation
https://www.whitecase.com/people/samir-berlat,Paris Bar
https://www.whitecase.com/people/nicolas-bouchardie,Paris Bar
https://www.whitecase.com/people/nicolas-bouchardie,US District Court for the Southern District of New York
https://www.whitecase.com/people/nicolas-bouchardie,New York State Bar
https://www.whitecase.com/people/jean-luc-champy,Paris Bar
https://www.whitecase.com/people/noor-davies,New York State Bar
https://www.whitecase.com/people/noor-davies,Paris Bar
https://www.whitecase.com/people/lucas-de-ferrari,Paris Bar
https://www.whitecase.com/people/amaury-de-feydeau,Paris Bar
https://www.whitecase.com/people/franck-de-vita,Paris Bar
https://www.whitecase.com/people/denise-diallo,Paris Bar
https://www.whitecase.com/people/denise-diallo,New York State Bar
https://www.whitecase.com/people/brice-engel,Paris Bar
